Name;Staße;Ort;Land;UID;A-/P-ID;Auftrags-/Projekt-ID;Ansp P.;Ansprechpartner;HonorarnoteAnzahl;Belegdatum;Leistungszeitraum;h Z1;Bez. Z1;EUR/h Z1;Betr. Z1;h Z2;Bez. Z2;EUR/h Z2;Betr. Z2;h ges.;Ges.betrag n.;Ges.betrag n.;MWST 20% P.;MWST 20%;Ges.betrag P.;Ges.betrag;Reverse Charge Platzhalter;Zahlungsfrist/ Zahlungsbedingung
Akramzada Germany GmbH;abc;def;cfs;ewr;;;226;August 2024;39.5;Management Consultant;200.0;7900.0;39.5;Gesamtbetrag netto;7900.0;Mehrwertssteuer 0%;0.0;Gesamtbetrag;7900.0
RI-Solution Data GmbH;Raiffeisenstraße 1;2100 Korneuburg;Österreich;ATU53337704;Ihre Auftrags-ID: ;PSP:P6350-0000019-03;Ihr Ansprechpartner: ;Katrin Schneeberger-Dopita;227;August 2024;2.5;Senior-Berater;155.0;387.5;6.0;Senior-Berater „all-in“;180.0;1080.0;8.5;Gesamtbetrag netto;1467.5;Mehrwertssteuer 0%;0.0;Gesamtbetrag;1467.5
Target Networks GmbH;Laubaner Str. 27;91929 München;Deutschland;DE364190520;Ihre Auftrags-ID: ;240405;;229;01.08.2024 - 15.08.2024;18.5;Senior-Berater;155.0;2867.5;18.5;Gesamtbetrag netto;2867.5;Mehrwertssteuer 0%;0.0;Gesamtbetrag;2867.5
RI-Solution Data GmbH;Raiffeisenstraße 1;2100 Korneuburg;Österreich;ATU53337704;Ihre Auftrags-ID: ;PSP:P6350-0000052-03;Ihr Ansprechpartner: ;Harald Feichtinger;230;August 2024;14.5;Senior-Berater;155.0;2247.5;14.5;Gesamtbetrag netto;2247.5;Mehrwertssteuer 0%;0.0;Gesamtbetrag;2247.5
